rinna iväg (vbm)	Allt ska man göra på helgen, men tiden bara rinner iväg och inget blir gjort! 
affärsfilosofi (noun)	Ingvar Kamprads affärsfilosofi är enkelhet, sparsamhet och mindre hierarki och det präg¬ lar även hans liv privat. 
i hemlighet (abm)	När vi var ute förra veckan viskade hon att hon ville träffa mig ensam, i hemlighet. 
rishög (noun)	Varför skulle vi försäkra en sådan rishög? 
riskabel (adjective)	Lite riskabelt, men det gick bra. 
riskera (verb)	Det är dumt att riskera nya inbrott. 
riskfri (adjective)	Ar 1986 blev det tydligt att rymdfärder inte är riskfria. 
i kors (abm)	Lägg inte heller armarna i kors över bröstet. 
i kraft (abm)	Den trädde i kraft samma år som FN:s kvinnokonferens hölls i Köpenhamn. 
rita (verb)	Karin ritade möbler och vävde vackra textilier. 
ag (noun)	] ag fick för lite betalt för att skriva boken. 
riva (verb)	Hon rev sönder brevet och sprang hem. 
riva sönder (vbm)	Hon rev sönder brevet och sprang hem. 
i lugn och ro (abm)	Ur dagens horoskop: Du tycker om att pyssla eller att träffa gamla vänner i lugn och ro. 
aggressiv (adjective)	Barnen är jätterädda och i går var älgen så aggressiv att vi ringde polisen, säger skolans rektor, Eva Nilsson. 
i längden (abm)	Modet svänger hela tiden, men det märks att praktiska saker håller i längden. 
ro (verb)	Vem kan ro utan åror? 
i lösvikt (abm)	Därför introducerar vi en ny produkt ; mörk choklad i lösvikt. 
i medeltal (abm)	Mellan 1830 och 1840 dödades i medeltal mer än 500 vargar per år, men sedan sjönk det antalet. 
akademi (noun)	Romanen Sprängaren fick 1998 Svenska deckar- akademins pris som bästa debutant. 
i motsats till (ppm)	Om man gjorde det så handlade det mer om dålig svensk mat i motsats till god utländsk mat. 
i mål (abm)	Man måste springa ända in i mål för att räknas. 
roddbåt (noun)	I Dalarna använde man roddbåtar för att komma till kyrkan. 
akta sig (vbm)	Men de andra fiskarna aktar sig för den. 
aktie (noun)	Väldigt många svenskar sparar sina pengar i aktier eller i aktiefonder. 
i närheten (abm)	Sedan har vi ibland utflykter till skogen här i närheten och promenerar där. 
rolig historia (nnm)	Kanske hade vi kunnat skratta åt det, och det hade blivit en rolig historia? 
aktiefond (noun)	Väldigt många svenskar sparar sina pengar i aktier eller i aktiefonder. 
aktieförsäljning (noun)	Ja, fast jag måste deklarera vinst av aktieförsäljning också. 
i och med (ppm)	Men det var inte förrän i och med 1900-talets semesterreformer som turism i större skala blev verklighet. 
rollator (noun)	Rollatorn är ett hjälpmedel som ger de gamla en möjlighet att lättare förflytta sig och därmed öka sin självständighet. 
aktivera (verb)	Och att han måste börja aktivera sig igen. 
romani (noun)	Sedan år 2000 har Sverige fem officiella minoritetsspråk: finska, meänkieli (tornedals- finska), samiska, romani och jiddisch. 
aktivitet (noun)	De ordnar ju många fina aktiviteter. 
i praktiken (abm)	Det finns inga större skillnader i praktiken mellan att vara gift eller sambo. 
romanserie (noun)	TV-tittarna utsåg 1998 romanserien om utvandrarna till århundradets svenska roman. 
i påskas (abm)	I påskas åkte jag skidor för första gången i mitt liv. 
i rad (abm)	Toalett fanns utomhus, flera stycken så kallade utedass i rad för alla familjer i huset. 
akut (adverb)	13 av kollegerna blev akut förgiftade och måste uppsöka sjukhus. 
akvarell (noun)	Där målade han 1909 en serie på 28 akvareller med motiv från Sundborn. 
akvariefisk (noun)	Min hobby är akvariefiskar. 
akvarium (noun)	Det är ganska jobbigt att sköta ett akvarium. 
album (noun)	De debuterade 1986, och 1988 kom de med ett album, Look Sharp!, som har sålt i nio miljoner exemplar. 
i själva verket (abm)	Förbindelsen, som i själva verket består av en bro, en ö och en tunnel, är totalt 16 km lång. 
alkoholhalt (noun)	I livsmedelsaffärer får man bara sälja öl med låg alkoholhalt (s. k. lättöl och folköl). 
alkoholist (noun)	De måste få behandling för sitt missbruk precis som narkomaner och alkoholister. 
rosenblad (noun)	(4) _ Exempel på godis från den tiden är kanderade violer, syrener eller rosenblad och brända mandlar. 
i smyg (abm)	Jag var inte nöjd med protestantismen och tog i smyg kontakt med katoliker trots att det var förbjudet. 
i somras (abm)	Ja, det är kul, men i somras kunde jag inte åka för jag var tvungen att jobba. 
rosta (verb)	Gammal kärlek rostar aldrig. 
i stor utsträckning (abm)	I båda fallen delar kvinnan och mannen i stor utsträckning de gemensamma ägodelarna i hemmet lika. 
rostig (adjective)	Men nu misstänker man att det ligger gamla rostiga tunnor med miljöfarligt innehåll nergrävda på tomten. 
rotfrukt (noun)	Man kan laga jättegod mat med rotfrukter. 
allergichock (noun)	För dem kan ett getingstick orsaka en allergichock som kan vara livshotande. 
allergisk (adjective)	Allt fler blir allergiska mot olika kosmetiska preparat och rengöringsmedel. 
allians (noun)	Till valet 2006 bildade de borgerliga partierna en koalition, Allians för Sverige, med ett gemensamt valmanifest. 
rovdjur (noun)	I Sverige finns två stora rovdjur, varg och björn. 
allmän (adverb)	Många som söker sig till Hälsohuset är allmänt oroade över sitt hälsotillstånd. 
allra (adverb)	För de allra flesta på vår jord existerar inte begreppet semesterresa. 
rulla av (vbm)	Han lossade handbromsen och vi rullade av. 
rulla ut (vbm)	Vi rullade ut på Nygatan. 
rulle (noun)	Denna rulle var föregångaren till det vi kallar cigaretter och cigarrer. 
allt möjligt (pnm)	Vi hade det ofta mysigt ihop och jag fick följa med henne på allt möjligt. 
rullskridsko (noun)	Alla som ville kunde gå, springa, cykla och åka rullskridskor över bron. 
alltför (adverb)	Cornelis själv tyckte dock att de här två visorna fick alltför stor uppmärksamhet. 
rumpnisse (noun)	Ett exempel är rumpnissarna i Ronja Rövardotter och deras eviga fråga Vofför gör ho på detta viset?. 
alltihop (prounoun)	Emelie: Ja, då skulle jag nog köpa kläder för alltihop. 
rumstemperatur (noun)	På frukostflingorna: Förvaras torrt, ej över normal rumstemperatur. 
i vägen (abm)	Men jag tycker att de är i vägen, när man ska kyssas. 
rund (adjective)	Den runda fisken i mitten är ganska farlig, för den är giftig. 
allvar (noun)	Gripna av stundens allvar står alla i en ring runt urnan. 
runsten (noun)	text på runsten i Södermanland 
allätare (noun)	Människan är allätare och har alltid varit det, försöker jag säga, men ingen lyssnar. 
runt om (ppm)	Miljoner människor är på flykt runt om i världen, de allra flesta i sitt eget land. 
icke (adverb)	Försäljaren: Andra klass, icke rökare? 
alpin (adjective)	Bland alla duktiga alpina åkare som följt i Stenmarks spår kan nämnas Pernilla Wiberg och Anja Pärson. 
rus (noun)	Forskare menar att namnet Ryssland (Rossija) kommer från rus d.v.s. rusernas land. 
ickerökare (noun)	Ickerökarna protesterar mot att de utsätts för passiv rökning. 
rusa ut (vbm)	Med pengarna i en plastpåse rusade han ut och stoppade den första bilen som dok upp. 
aluminiumburk (noun)	Över 90 % av alla aluminiumburkar som har pant återlämnas. 
ideell (adjective)	Han läste mycket helst romaner med ideell tendens och dryftade diktverken i affärsbreven. 
amatör (noun)	I Vasaloppet deltar både amatörer och professionella skidåkare. 
russin (noun)	Det är en solgul vetebulle, som har smaksatts med saffran och russin. 
ruta (noun)	Tjuven bankade på biltaket och rutan för att få foraren att släppa in honom. 
amerikabiljett (noun)	Men Arvid, däremot, hade lyckats spara ihop till en Amerikabiljett genom att arbeta hårt hos en bonde. 
idiot (noun)	Det var en idiot som körde på mig. 
rycka på axlarna (vbm)	Bosse ser förvirrad ut och rycker på axlarna. 
idol (noun)	1978 fick Sverige två nya idoler, den tystlåtne slalomåkaren Ingemar Stenmark och den mer utåtriktade tennisspelaren Björn Borg. 
idrott (noun)	b Idrott är jobbigt men nödvändigt. 
idrotta (verb)	Idrotts- och handikappfrågor intresserar mig mycket och min egen fond stödjer funktionshindrade som idrottar. 
amortering (noun)	Då hade vi sluppit tänka på amorteringar och räntor nu. 
anabol (adjective)	Den avbröts hastigt när det avslöjades att hon hade dopat sig med anabola steroider. 
rykte (noun)	Snart började ryktet om den kvinnoklädda tjuven sprida sig. 
rymd (noun)	Något som gör att mer värme stannar kvar på jorden i stället för att stråla ut i rymden. 
idrottskvinna (noun)	Hon blev en förebild för många unga idrottskvinnor. 
rymdforskningscenter (noun)	Jobba kan du göra i någon av våra många gruvor eller på rymdforskningscentret Esrange utanför Kiruna. 
idrottsledare (noun)	En halv miljon personer jobbar ideellt på fritiden som idrottsledare. 
idrottsman (noun)	Det blev viktigt för ett land att visa sin styrka genom sina idrottsmän och idrottskvinnor. 
and (noun)	), men några arter stannar kvar i Sverige (duvor, skator, änder, men också småfåglar som mesar och sparvar). 
rymdfärd (noun)	Ar 1986 blev det tydligt att rymdfärder inte är riskfria. 
rymdfärja (noun)	Rymdfärjan Challenger från USA exploderade och alla ombord omkom. 
andas (verb)	Luften blir till is i näsan, när man andas. 
rymdhotell (noun)	I slutet på 80-talet presenterades idén till ett rymdhotell av ett japanskt företag. 
rymdturism (noun)	Utvecklingen av rymdturismen försenades av denna olycka. 
andlats till en opersonlig turistindustri. 
andel (noun)	Det var en stor andel av befolkningen. 
rymdturist (noun)	Fem år senare var det dags för den första kvinnliga rymdturisten, Anousheh Ansari, också hon mångmiljonär. 
andelslägenhet (noun)	Hon hade en andelslägenhet uppe i Sälen, vid norska gränsen, och hon bjöd mig dit. 
rymma (verb)	I USA blir mamman rånad, pojken blir medlem i ett ungdomsgäng och rymmer hemifrån. 
idérik (adjective)	Man brukar säga att Ingvar Kamprad är en typisk smålänning idérik, envis och sparsam. 
ifall (sn)	Dessutom är en stöldförsäkring bra, ifall någon bryter sig in i bilen för att stjäla. 
andning (noun)	När vi skrattar påverkas andning, blodcirkulation och muskler. 
andra (adjective)	ord som lånats in från andra språk. 
ifrågasätta (verb)	Hon börjar ifrågasätta sina egna värderingar. 
andra klass (nnm)	Jag: Han undrar om du vill sitta i andra klass. 
andra världskriget (pmm)	Motionerna behandlades av riksdagen året efter det andra världskriget slutade. 
ryss (noun)	Då försökte svenskarna i stället övertala sultanen att samarbeta mot ryssarna. 
anfalla (verb)	De föreslog att en svensk och en turkisk armé samtidigt skulle anfalla Ryssland. 
igång (pl)	Janne prövade att starta, och nu gick bilen genast igång. 
anförtro (verb)	Man pratar med sin hund och anförtror den sina innersta tankar och hemligheter. 
ange (verb)	Men det är svårt att ange exakt hur många ord det svenska språket innehåller. 
rädda (verb)	Tillsammans med frivilliga från villaområdet placerar räddningstjänsten ut sandsäckar för att rädda de mest utsatta husen. 
ikapp (pl)	Då ändrade sig dalkarlarna och åkte efter och de hann ikapp honom i Mora. 
angripa (verb)	I den långa novellen Det går an (1839) angriper han äktenskapet. 
räddningstjänst (noun)	Lennart Räddningstjänsten pratade om att vi eventuellt måste evakueras. 
angå (verb)	Jag berättar historier som angår människor. 
illusion (noun)	För att fullborda illusionen att vara på en annan plats ville Hazelius att det skulle vara aktivitet i husen. 
räkna bort (vbm)	Enpersonshushåll är speciellt vanliga i storstäderna, även om man räknar bort änkor och änklingar. 
anhålla (verb)	Biltjuven anhölls senare som misstänkt för både bilstöld och narkotikabrott. 
räkna ut (vbm)	På så sätt kan man räkna ut hur långt det är från en punkt till en annan. 
ilsken (adjective)	Ett par stavar räddade en 79-årig man från en attack från en ilsken älgko. 
aning (noun)	Åsa: Du, jag har verkligen ingen aning om var de finns. 
räkskal (noun)	Jag vill bara inte tänka på stanken om jag skulle spara räkskal under diskbänken en varm sommar. 
immigrant (noun)	I USA och i några andra länder finns det svenska immigranter som talar sitt gamla modersmål svenska. 
imponera (verb)	En chef man ville imponera på har blivit ens kollega. 
rätt (pl)	Hoppas de väljer rätt. 
impopulär (adjective)	I början av 1500-talet styrde den danske unionskungen Christian Sverige och han var ganska impopulär. 
anledning (noun)	Anledningen till att jag spelar är att jag vill flytta hemifrån och det är, som alla vet, dyrt. 
import (noun)	Sådan import sliter på miljön. 
importbehov (noun)	Dessutom skapar turismen ofta stora importbehov på destinationen eftersom turisterna inte bara vill äta det som finns lokalt. 
rätt som (abm)	Och rätt som det är, så får du brått 
anmäla (verb)	En lärare i skolan anmälde Carl till Konstakademiens förberedande tecknarskola och han studerade sedan vidare på andra konstskolor. 
rätta (verb)	Han tryckte på alla knappar på skärmen utan att kunna rätta till bilden. 
anmäla sig (vbm)	Tipsa också om att han kan anmäla sig till en danskurs. 
annandag (noun)	Efter julafton kommer juldagen och annandagen, när man träffar de släktingar och vänner som man inte firade julafton med. 
rättvisa (noun)	Vilhelm Moberg beskriver folkets historia och individens kamp för frihet, rättvisa och lycka. 
annanstans (adverb)	Ingen annanstans äter man lika mycket godis som i Sverige. 
inbrott (noun)	Det är dumt att riskera nya inbrott. 
rå (adjective)	Vi äter ofta laxen gravad, dvs rå med socker, salt och dill. 
annonsera (verb)	Vi ska annonsera i olika tidningar och ringa till folk för att informera om problemet. 
annorlunda (adverb)	fikade några gånger före jul, och då såg det helt annorlunda ut. 
indian (noun)	När Columbus kom till Mellanamerika fann han att indianerna använde något som hette xocolatl som dryck och betalningsmedel. 
anonym (adjective)	Jag vill absolut vara anonym i tidningen så att de inte får reda på det här på min arbetsplats. 
indirekt (adjective)	Jämför indirekt anföring: Kalle frågade när tåget till Göteborg gick. 
rågmjöl (noun)	På 1500-talet kallades bröden spisbröd och var tjocka kakor som bakades av rågmjöl och med surdeg. 
individ (noun)	Vilhelm Moberg beskriver folkets historia och individens kamp för frihet, rättvisa och lycka. 
råka (verb)	Efteråt är det viktigt att stretcha musklerna i höften, låret och vaden för att inte råka ut för träningsvärk. 
rån (noun)	Polisen hade tagit hand om väskan som innehöll en nedskriven, detaljerad plan över hur rånet skulle gå till. 
råna (verb)	2 _ _ _ _ _ En man med yxa rånade kassan på ett varuhus på 10 000 kronor. 
indoeuropeisk (adjective)	Svenska är ett germanskt språk och tillhör den indoeuropeiska språkfamiljen. 
rånare (noun)	Vad rånarna inte visste var att polisen kände till deras planer. 
råtta (noun)	Om det är någon råtta som kommer fram, kan han jaga bort den. 
anse (verb)	Många hade tidigare ansett att det var en onödig lyx med egen apparat. 
industrialisering (noun)	Under 1700-talet började industrialiseringen i Sverige. 
industrialism (noun)	1800-talet är industrialismens tid och svenskan tar nu upp många ord från engelskan. 
ansikte (noun)	Hans ansikte är lugnt och förtroendeingivande. 
industriarbetare (noun)	1936 bestämde riksdagen att statare bara skulle arbeta 8 timmar om dagen sex dagar i veckan, precis som industriarbetarna. 
ansikts-förlamning (noun)	Några av dem blir mycket sjuka med feber, värk i lederna och ibland ansikts-förlamning. 
ansjovis (noun)	Och om man är oviss, om sillen är ansjovis 
rök (noun)	Ingen rök utan eld. 
rökare (noun)	Försäljaren: Andra klass, icke rökare? 
infektion (noun)	Många dog inte av själva attacken, utan av infektioner som de fick i såren. 
rökfri (adjective)	Nästan alla restauranger har en avdelning för rökare och en där det är rökfritt. 
rökförbud (noun)	De flesta flygbolag har infört rökförbud. 
rökning (noun)	I Sverige har rökningen minskat på senare tid, framför allt bland männen. 
infinitivform (noun)	Verbets infinitivform = uppslagsform i ordboken 
anstränga sig (vbm)	Det är lätt hänt att man anstränger sig för mycket och därför får skador. 
ansträngning (noun)	Många försöker med olika bantningsmetoder som lovar snabb viktnedgång utan ansträngning. 
influens (noun)	Svenskan har under århundraden fått många nya ord genom influenser från andra språk och kulturer. 
anställa (verb)	Jag kan ju också fråga om de behöver anställa någon. 
inflytande (noun)	Men deras föräldrar är oroliga att hon ska ha dåligt inflytande över dem. 
anställning (noun)	Några tog t.ex. anställning i den bysantinske kejsarens armé. 
röra (verb)	De varma ljusa dagarna ger inspiration till att komma ut och röra på sig. 
anställningsintervju (noun)	Jonas: Men Ellen, det är ingen anställningsintervju. 
röra (noun)	Hon gjorde lite kaffe och satte sig mitt i röran. 
anställningstid (noun)	De som har lång anställningstid. 
röra på sig (vbm)	Det är roligt och man får chans att röra på sig lite. 
röra sig (vbm)	Sofia: Jamen, det är någon eller någonting som rör sig! 
ansvar (noun)	Pappan som även i skilsmässan vill ta lika mycket ansvar och tillbringa lika mycket tid med barnen som mamman. 
rörelse (noun)	Du går med pendlande rörelser, vänster fot höger arm, höger fot vänster arm. 
ansvara (verb)	Länsstyrelsen ansvarar bl a för samhällsplaneringen, miljö- och naturskyddsfrågor, civilförsvaret, vissa socialvårdfrågor m m. 
rörlighet (noun)	Även om rörligheten bland människor ökar är det för få som kommer till Sverige. 
informera (verb)	Åsa Säkert, och vi är ute i skolorna och informerar om trafiksäkerhet. 
rösta fram (vbm)	En kvällstidnings läsare har röstat fram följande byggnadsverk som Sveriges underverk. 
införa (verb)	Sverige var näst sist bland de nordiska länderna med att införa en jämställdhetslag. 
anta (verb)	Jag antar att det är spänningen. 
inga problem (inm)	Bilen startade, Janne lade in ettan, tvåan, trean ... inga problem. 
antagligen (adverb)	Maja Alla sommarkläderna och lådorna med minnen från när barnen var små har blivit blöta och antagligen helt förstörda. 
inge (verb)	Trots detta dystra faktum finns det ljusglimtar som inger hopp inför framtiden. 
antal (noun)	Jag hade en gång en vän som precis som jag hade gjort bort sig ett antal gånger. 
anteckna (verb)	Polismästaren i Stockholm kom till platsen och såg till att man låste dörrarna och antecknade namnen på alla närvarande. 
anteckning (noun)	Allt dokumenterades noggrant genom fotografier och Andrées dagboksanteckningar men den 7 oktober slutade anteckningarna. 
s k (jjm)	De har länge varit mest kvinnor, s k lapplisor. 
antibiotikum (noun)	I dag hade man troligtvis kunnat bota de flesta med antibiotika. 
antik (noun)	5 _ _ _ _ _ _ Antikens sju underverk har i dag fått efterföljare. 
ingen rök utan eld (inm)	Ingen rök utan eld. 
sadel (noun)	Strax innan loppet köpte jag en ny sadel, en delad sadel som jag inte hade provat ut. 
safari (noun)	Häng med på safari i sommar! 
saffranspannkaka (noun)	Saffranspannkaka är en ugnsgräddad pannkaka gjord på ris kokt * i mjölk och saffran. 
saft (noun)	För det mesta får de ett glas saft och bullar eller kakor eller kanske lite pengar som tack. 
användning (noun)	Rederierna var rädda för att lasta sprängoljan och flera länder stiftade lagar mot användning av nitroglycerin. 
ingång (noun)	En ung man dyker upp vid ingången. 
apa (noun)	På bilden ser vi också Herr Nilsson, hennes apa, och den prickiga hästen som Pippi kallar Lilla gubben. 
sagofigur (noun)	Pippi Långstrump är kanske Astrid Lindgrens populäraste sagofigur. 
apelsinträd (noun)	Men jag trivs bra i min stora trädgård med apelsinträden och påfåglarna. 
initial (noun)	Av initialerna fick han namnet till sitt företag IKEA. 
apotekare (noun)	På 1500-talet var det apotekarna som tillverkade och handlade med konfekt i Sverige. 
initiativ (noun)	Män tar så sällan egna initiativ. 
apparatur (noun)	Jag måste uppgradera min apparatur, tänkte han. 
applåd (noun)	Programledaren i eldröda kläder hälsade alla hjärtligt välkomna och mottogs med en varm applåd. 
sakta (adjective)	Ett sakta regn börjar falla. 
aprilskämt (noun)	Ett klassiskt aprilskämt är från 1962. 
aptit (noun)	Hassan är glad att Fabian har god aptit. 
arab (noun)	Under 1100- och 1200-talen koloniserade araberna bl.a. Spanien, och från denna period kommer många arabiska ord. 
salong (noun)	Ge honom en klippning på fin salong i födelsedagspresent. 
arabisk (adjective)	Jag träffade en arabisk tjej på internet, och vi chattade i timmar. 
inleda (verb)	ATT inleder en bisats efter följande verb: 
inledning (noun)	Det är bara en inledning på den stora satsning som krävs, om Östersjön ska bli renare. 
salta (verb)	I Sverige har man länge saltat isiga vintervägar. 
saltvatten (noun)	• Lägg bärnsten i fyraprocentigt saltvatten. 
samarbeta (verb)	Då försökte svenskarna i stället övertala sultanen att samarbeta mot ryssarna. 
samarbete (noun)	De fortsatte sitt samarbete även efter ABBA-tiden och började då skriva musikaler. 
samband (noun)	Men det finns också många seder vid påsken som inte har något samband med kristendomen, t.ex. påskkäringarna. 
innan (preposition)	Det var ca tre månader innan loppet. 
arbetsförmedling (noun)	På vägen passerar de Systembolaget, arbetsförmedlingen och apoteket. 
innan (adverb)	Innan spelade jag innebandy, men det har jag lagt av med. 
same (noun)	Han var nitton år och same. 
innan dess (abm)	Innan dess hade ingen blivit 
arbetsgivare (noun)	De fick bostad men mycket lite pengar, så de var helt beroende av arbetsgivaren, bonden. 
innanför (preposition)	Här kan du bo innanför ringmuren i ett medeltida hus eller köpa en hel gård mitt i naturen. 
samekultur (noun)	Här kan du också uppleva den unika samekulturen på nära håll. 
samförstånd (noun)	Där skulle det finnas jämlikhet och samförstånd och ... 
innebandy (noun)	Innan spelade jag innebandy, men det har jag lagt av med. 
samhällsfråga (noun)	Endast 3 % anser att alkohol och droger är en viktig samhällsfråga. 
samhällsklass (noun)	Människor präglas alltså allt mindre av den region där de är födda eller av sin samhällsklass. 
samhällskritisk (adjective)	De flesta av hans övriga texter var mycket frispråkiga och samhällskritiska och han tog alltid de svagas parti. 
innehålla (verb)	Östersjön innehåller betydligt mer oljeföroreningar än världshaven. 
samhällstjänst (noun)	Mannen dömdes till 44 000 kronor i skadestånd och 100 dagars samhällstjänst. 
innersta (adjective)	Man pratar med sin hund och anförtror den sina innersta tankar och hemligheter. 
arbetsmarknad (noun)	Men vi är väl inte intressanta på arbetsmarknaden. 
samiska (noun)	Sedan år 2000 har Sverige fem officiella minoritetsspråk: finska, meänkieli (tornedals- finska), samiska, romani och jiddisch. 
arbetsnarkoman (noun)	Ordet narkoman kan man använda i olika sammanhang, en person kan vara arbetsnarkoman eller träningsnarkoman till exempel. 
samla ihop (vbm)	Då samlar alla muskeltrådarna ihop sig och arbetar för ett gemensamt och begripligt uttryck. 
inom en snar framtid (abm)	Jag ser fram emot att höra av er inom en snar framtid. 
samling (noun)	Samlingar med hennes brev har väckt stort intresse på senare tid. 
inomhustemperatur (noun)	Inomhustemperaturen håller sig runt fem minusgrader. 
arbetstelefon (noun)	Inget att diskutera, man ringer så klart från arbetstelefonen. 
inreda (verb)	Jag skulle kunna skaffa en motionscykel och inreda ett minigym i rummet bredvid bastun i källaren. 
arbetstid (noun)	Fråga vilka arbetstider hon har och om hon måste jobba på nätterna också. 
arbetsuppgift (noun)	I hans arbetsuppgifter ingår att göra intervjuer, ta reda på bakgrundsfakta och sedan skriva artiklar och kortare notiser. 
arbetsvecka (noun)	Sverige fick till exempel allmänna barnbidrag, nioårig obligatorisk skola, allmän pension (ATP), 40 timmars arbetsvecka och fyra veckors semester. 
arg (adverb)	Hassan tar bort skeden och tallriken och tittar argt på Fabian, men han är egentligen inte arg. 
inse (verb)	Och jag ser på honom att han också inser det. 
insekt (noun)	Bärnstenen är vanligen gul i olika nyanser, ofta genomskinlig, och innehåller inte sällan rester av insekter och växter. 
argument (noun)	Vi gör en lista över deras argument. 
arkeolog (noun)	I Mesopotamien har arkeologer hittat rester av öl som är från 4000-3000 f.Kr. 
inskription (noun)	Med fingrarna känner han en inskription och ber att ficklampsbärarna ska komma med lite ljus. 
inspirationskälla (noun)	Några av hans huvudsakliga inspirationskällor är Bibeln och barndomsmiljön i Västerbotten. 
inspirera (verb)	Ikeas formgivare har ofta inspirerats av svensk tradition och tidigare formgivare som Carl och Karin Larsson och Carl Malmsten. 
samtala (verb)	Vi står i flera minuter och samtalar med varandra. 
installation (noun)	Först sent på eftermiddagen var han klar med installationen av operativsystemet. 
armband (noun)	En del smycken var också borta: ett armband av guld, två halsband och flera ringar och örhängen. 
installera (verb)	Då installerar vi tv:n och videon åt er. 
armhävning (noun)	c Jag springer 2 mil jättesnabbt och gör 100 armhävningar efter det. 
armhåla (noun)	Vi har i dag deodoranter, förutom för hela kroppen, speciellt effektiva för armhålorna, fötterna och handflatorna. 
samtlig (adjective)	Också tyskar är ofta positiva och berömmande, fastän man gör fel på samtliga ändelser. 
samvete (noun)	De vill att man ska få dåligt samvete, men jag struntar i dem. 
arrangör (noun)	Där får var och en ett deltagarkort och en karta av arrangörerna. 
inställning (noun)	Mamma har samma inställning som vi. 
sandlåda (noun)	Linda sitter på en bänk vid sandlådan och läser. 
art (noun)	), men några arter stannar kvar i Sverige (duvor, skator, änder, men också småfåglar som mesar och sparvar). 
artig (adjective)	Hon är artigast, trevligast och vänligast, tycker kunderna. 
sandstrand (noun)	Här skapats en miljö som ska påminna turisterna om en härlig sandstrand med sol. 
insändare (noun)	Det sker muntligt, i debatter och diskussioner, och skriftligt, t ex i artiklar och insändare i tidningar. 
insändarsida (noun)	De flesta tidningar och tidskrifter har en insändarsida där läsarnas brev publiceras. 
sandsäck (noun)	Tillsammans med frivilliga från villaområdet placerar räddningstjänsten ut sandsäckar för att rädda de mest utsatta husen. 
artikelserie (noun)	Han håller på att skriva en artikelserie om polisens arbete. 
intellektuell (adjective)	Det ansågs kulturellt och intellektuellt att röka. 
arv (noun)	Regeringen sa till mig att jag kunde bli drottning men inte genom arv. 
sanning (noun)	Den gamle trodde sig nu säkert ha tagit sanningen ur honom. 
interimsregering (noun)	Under tre månader hade Sverige dock en interimsregering (1936). 
satsa (verb)	De satsar också på att bredda sin verksamhet. 
satsning (noun)	Det är bara en inledning på den stora satsning som krävs, om Östersjön ska bli renare. 
man så mycket som möjligt. 
aspekt (noun)	Ibland innehåller slutet en moralisk aspekt, som historien här nedanför. 
scen (noun)	Sen höjdes tempot när ett svartklätt rockband steg upp på scenen medan rökdimmorna tätnade. 
scenkläder (noun)	De har åtsittande scenkläder på sig och höga platåstövlar. 
internutbildning (noun)	Och så bankens och postens internutbildningar. 
astronomi (noun)	Han forskade i astronomi i Uppsala. 
intervju (noun)	Intervju med Emelie, snart 15 år 
atmosfär (noun)	Då blir man inspirerad av atmosfären. 
intervjuare (noun)	Intervjuaren: Om du vann 10 000 i stället då? 
attack (noun)	Ett par stavar räddade en 79-årig man från en attack från en ilsken älgko. 
