rätt (adjective)	De har alltid kartan uppe, de har den alltid åt rätt håll och de pekar ofta med hela handen. 
rätt (noun)	Men kanske var det rätt ty utan mig 
rätt (adverb)	En ö rätt smutsig, 
importera (verb)	Därför importerar vi t.ex. tomater från Holland, gurka från Spanien och apelsiner från Israel. 
in (adverb)	Så ledigt jag bara kan går jag tillbaka in i chatten och svarar syster: 
rättighet (noun)	Det handlar också om mänskliga rättigheter, solidaritet mellan kvinnor och män och mellan olika folkgrupper och länder. 
inbjudan (noun)	HANNA: Jaha, tack för inbjudan, men varför bjuder du mig? 
annars (adverb)	Man måste kunna se sig själv på toppen, annars kommer man aldrig upp. 
rå (verb)	Pendeltåget går 10.22 f rår, Centralen mot Nynäshamn. 
annons (noun)	Jag läste i många olika annonser till exempel under bilförsäljare. 
rådjur (noun)	Jag älskar att jaga och äter nästan bara älg och rådjur. 
annorlunda (adjective)	Andra kommer för att köra hundspann eller lära sig något annorlunda hantverk, som att bygga fioler. 
råg (noun)	Bönderna odlar t.ex. vete, råg, raps och potatis, och många äger skog också. 
indisk (adjective)	Man kan säga att det uppstod indiska, romanska, slaviska och germanska dialekter av urspråket. 
industri (noun)	En del av järnet använder man inom svensk industri, men en stor del går på export. 
röd (adjective)	Golvet är schackrutigt, bord och stolar har blänkande krom och röda dynor. 
rödkål (noun)	Har jultomte, julklappar och äter skinka, rödkål 
industriland (noun)	Bland OECD-länderna (de flesta industriländer i världen) låg Sverige på fjärde plats 2004 när det gäller utbildningsnivå bland befolkningen. 
rödvin (noun)	Patrik: Ja, en flaska rödvin tack. 
ansluta (verb)	Nya vänner ansluter, och ju fler desto roligare, eller hur? 
infinitiv (noun)	Att före infinitiv uttalar vi ofta å. 
information (noun)	Ulrika sitter i informationen på ett stort varuhus i Stockholm. 
ansöka (verb)	Kvinnor får också ansöka om militär eller civil utbildning. 
ansökan (noun)	Om du fyller i en ansökan om bankomatkort, ska jag ordna det åt dig. 
röst (noun)	Jag slog numret och hörde en killes röst. 
rösta (verb)	Alla svenskar som är över 18 år får rösta. 
inför (preposition)	Jag har egentligen alltid planerat inför Everest. 
rösträtt (noun)	fick vi allmän rösträtt i Sverige, dvs. 
s (noun)	S: Ja, där har jag också lite tid. 
anteckningsbok (noun)	Ha alltid med dig en liten anteckningsbok. 
s k (adverb)	De har länge varit mest kvinnor, s k lapplisor. 
ingenjör (noun)	Nu är jag färdig ingenjör och jobbar på ett stort företag här i stan. 
saffran (noun)	Ett paket cigaretter, en skraplott och ett paket saffran också, tack. 
ingrediens (noun)	Man kan undra varför man gjorde en rätt med så många exotiska ingredienser på Gotland. 
saga (noun)	Gösta Berlings saga är skriven på en fantasifull och lyrisk prosa. 
apparat (noun)	Han är mycket praktisk och kan reparera bilar och fixa elektroniska apparater. 
sakna (verb)	och saknar ord för sin sorg 
inkomst (noun)	Av sin inkomst sparar Erik 0,1 procent på banken. 
sakta (adverb)	Håller vi sakta på att konsumera oss till döds? 
april (noun)	april juni och september, 
sakta men säkert (abm)	Varje vår smälter Ishotellet sakta men säkert ner i Torne älv. 
aprilhäxa (noun)	Svar: Aprilhäxan av Majgull Axelsson. 
inköpschef (noun)	Anders, ring till inköpschefen på Svenska Prylbolaget och prata med henne! 
ar (noun)	Ar 1960 var Maj-Britt Söderberg också 30 år. 
salt (noun)	1 1/2 tesked salt 
arbetarbarn (noun)	Många av lärarna tyckte inte om arbetarbarn, och jag var blyg och rädd och slutade efter tre år. 
arbetare (noun)	Arbetarna började organisera sig i fackföreningar och Socialdemokratiska arbetarepartiet grundades år 1889. 
arbetareparti (noun)	Socialdemokraterna (Sveriges socialdemokratiska arbetareparti) (s) vill verka för social och ekonomisk jämlikhet. 
saluhall (noun)	* En saluhall i Göteborg. 
samba (noun)	Efter sex månader som sambor gifte de sig, för Sofia väntade barn *. 
arbetsam (adjective)	Jag är intelligent och arbetsam. 
arbetsdag (noun)	Dorota och hennes pojkvän har långa arbetsdagar. 
inne (adverb)	Inne i lägenheten böljar de sjunga, först lite falskt men sedan låter det riktigt vackert: 
samhälle (noun)	Den kändes som en stor lättnad och spred sig snabbt i samhällets alla skikt. 
innebära (verb)	Hon hade begått ett s.k. horsbrott, vilket innebar att hon måste bekänna sina synder under gudstjänsten i kyrkan. 
innehåll (noun)	Dina ögon ser texten och din hjärna tolkar innehållet och du tänker: Vilken konstig text! 
arbetslöshet (noun)	Enligt siffror från AMS sjunker arbetslösheten. 
samisk (adjective)	De talar samiska också. 
innesko (noun)	Ta gärna med inneskor. 
samla (verb)	Jag samlade inte frimärken mer 
arbetsplats (noun)	Du har problem på din arbetsplats, ser jag. 
inomhus (adverb)	Temperaturen inomhus är mellan fem och åtta minusgrader. 
arbetstillstånd (noun)	Inom Norden behöver en svensk inte pass eller till exempel arbetstillstånd. 
inredning (noun)	Han tänker göra om inredningen i restaurangen. 
inriktning (noun)	Hennes inriktning var engelska och franska. 
sammanhang (noun)	Men det är ju väldigt ofta i negativa sammanhang som vi hör talas om växthuseffekten. 
sammanträde (noun)	Växeln: Han sitter tyvärr i sammanträde. 
samspel (noun)	Miljöpartiet De Gröna (mp) har en decentralistisk ideologi, där samspelet mellan människa och natur är viktigt. 
inspelning (noun)	I morgon är det inspelning för tv. 
samt (conjunction)	Där finns 1100 bostäder samt kontor, hotell och världens högst belägna swimmingpool som ligger på våning 76. 
arm (noun)	Med stavarna använder du också musklerna i armar, axlar och rygg. 
armbandsur (noun)	Han har ett schweiziskt armbandsur. 
institut (noun)	På Karolinska Institutet i Stockholm hör man nästan bara engelska på fikapauserna. 
samtlig (prounoun)	Från 2000 finns det 17 olika nationella program, samtliga är treåriga. 
instruktion (noun)	Glöm inte läsa instruktionerna först. 
armé (noun)	Värnplikten gör man inom det militära försvaret, inom armén, marinen eller flygvapnet. 
instrument (noun)	Hon är mest musikalisk också och sjunger och spelar flera instrument. 
sand (noun)	Den långa munnen använder den, när den letar mat i sanden. 
artikel (noun)	Det var han som fotograferade mig till den där löjliga artikeln. 
artist (noun)	Flera världsberömda artister och grupper är svenska, men många vet inte det, för de sjunger på engelska. 
sann (adjective)	B Nej, det är sant. 
intelligent (adjective)	Jag är intelligent och arbetsam. 
intensiv (adjective)	Efter ett par timmars intensivt arbete känner han sig rätt nöjd. 
ask (noun)	får du gärna ta med dig blommor, en ask choklad eller en flaska vin. 
internetcafé (noun)	Förutom när man hittar ett internetcafé och kan hotmejla hem om solskador och billig sprit. 
astma (noun)	Först trodde jag att de hade astma. 
schack (noun)	På fritiden spelade jag schack och fotboll. 
astronom (noun)	Hans flickvän, Lena, är astronom på Esrange, rymdforskningsstationen. 
schackpjäs (noun)	med de jättestora schackpjäserna. 
intervjua (verb)	Studenttidningen har intervjuat några utbytesstudenter i Sverige. 
schampo (noun)	Förlåt mig, var finns schampo? 
schema (noun)	Nej, vårt schema är hopplöst. 
intet (prounoun)	kuvas av intet i världen. 
schweizisk (adjective)	Han har ett schweiziskt armbandsur. 
schyst (adjective)	Det är fint att se hur killarna utvecklas inte bara i fotboll utan också socialt till schysta lagkamrater. 
intresse (noun)	Hon var tvärtom mycket mångsidig och ägnade sig med ovanligt stort intresse åt konst och filosofi. 
auktionshus (noun)	I lördags sålde man en tavla för 1,5 miljoner på auktionshuset i Uppsala. 
intresseförening (noun)	Massor av människor går på bio, teater, diskotek, dansrestauranger (dansbandsmusik är mycket populär) eller är med i intresseföreningar. 
aula (noun)	De kommer fram strax före klockan åtta och går in i aulan. 
automat (noun)	Och det finns automater. 
se om (vbm)	Det är t ex lätt att se på en människa om hon är glad eller ledsen. 
inträffa (verb)	Jag undrar hur många olyckor som inträffar på grund av att det finns för få parkeringsplatser. 
av (pl)	Mamma tog av skorna med en trotsig blick. 
seans (noun)	Så är seansen över. 
invandrare (noun)	En invandrares enda chans att komma in i gemenskapen är att gifta in sig. 
sedan dess (abm)	Han debuterade 1954 och har sedan dess varit en central figur i svensk diktning. 
segelfartyg (noun)	När de kommer fram går de direkt till af Chapman, ett stort gammalt segelfartyg, som ligger mittemot Slottet. 
avdelning (noun)	Det finns många avdelningar på ett varuhus: en parfymavdelning, en sportavdelning, en elavdelning, en skoavdelning osv. 
segling (noun)	Aktiviteter vi erbjuder är segling, paddling, vandring och utflykter till stadens sevärdheter. 
sekreterare (noun)	Hon är sekreterare och arbetar på en resebyrå i Norrköping. 
avgiftsfri (adjective)	Det blir vanligare och vanligare med fristående skolor, som liksom de kommunala skolorna är avgiftsfria. 
sekund (noun)	På sekunden halv sju ringde de första gästerna på dörren. 
ironisk (adjective)	Gunnar: Nu ska du inte vara ironisk. 
semesterresa (noun)	Jag använde pengarna till en semesterresa i augusti. 
is (noun)	Luften blir till is i näsan, när man andas. 
isbar (noun)	I isbaren minglar folk från alla delar av världen och man dricker drinkar i glas av is från älven. 
avlägga (verb)	På nyårsafton ska man avlägga nyårslöften. 
avlång (adjective)	Folk ligger ju som packade sillar över hela vårt avlånga land! 
sen (adjective)	Alla bor i en by som vid den senaste folkräkningen hade 191 invånare. 
ishotell (noun)	Varje vår smälter Ishotellet sakta men säkert ner i Torne älv. 
avocado (noun)	Först går hon till ICA, för där har de extrapris på frysta räkor och avocadon är billig. 
senhöst (noun)	Och varje senhöst, i november, bygger man upp det igen. 
iskonst (noun)	Då gjorde japanska konstnärer en utställning med iskonst i Jukkasjärvi, 20 mil norr om polcirkeln. 
separat (adjective)	Skriv på separat papper. 
september (noun)	Lilla Linnea föddes den 14 september förra året. 
avskaffa (verb)	Vänsterpartiet (v) är ett socialistiskt parti, som vill avskaffa vänster kapitalismen och klassamhället. 
serie (noun)	När serien kommer på tv är du 
avsky (verb)	Fråga: Vad avskyr du? 
serietidning (noun)	KLARA: Men du kan väl läsa en serietidning för mig då? 
istället (adverb)	De har djur istället, t.ex. kor, svin, får, höns och kycklingar. 
servera (verb)	Ali tänker servera typisk tunisisk mat: mycket fårkött, ris, bönor och grönsaker. 
avsluta (verb)	När man avslutat ett uppdrag, hur mår egentligen kroppen och hur gör du för att återhämta dig? 
it-avdelning (noun)	Koden får du från it-avdelningen. 
service (noun)	Pia: Nej, man behöver inte ge dricks, men man brukar lämna lite extra om servicen är bra. 
it-företag (noun)	Här ligger många IT-företag och här jobbar Singh och många andra utlänningar. 
servitör (noun)	Servitören: Det röda är tyvärr slut, men vi har vitt vin. 
sevärdhet (noun)	Hon gav honom information om sevärdheter, restauranger och annat som är svårt att hitta pa. 
sextiden (noun)	Vi äter vid sextiden ungefär. 
ja-sida (noun)	Ja-sidan vann med 52,3 procent mot nej-sidans 46,8 procent. 
sexåring (noun)	Kommunerna är också skyldiga att erbjuda alla sexåringar plats i en förskoleklass. 
ja visst (inm)	Ja visst ja, där ligger mitt! 
jacka (noun)	När Klara kommer till dagis, måste hon ta av stövlar, sockor, vantar, jacka, byxor, halsduk och mössa. 
axel (noun)	Kvinnan i mitten har en vit sjal på huvudet och en över axlarna. 
b (noun)	B: Har du gjort något arbete? 
baby (noun)	Innan vi går och tittar på babyn, ska doktorn titta på ditt öga. 
jaja (interjection)	Kajsa: Jaja, men min ryggsäck då? 
jaktkompis (noun)	Algen har Kurt-Allan skjutit med sina jaktkompisar. 
bad (noun)	Visst är det härligt att uppleva nya kulturer och njuta av sol och bad. 
badkar (noun)	Ett badrum/wc med badkar, tvättställ och kakel samt ett WC med toalett, tvättställ och kakel. 
sill (noun)	Till exempel färsk nykokt potatis och inlagd sill ... och så en liten snaps till! 
badrumsskåp (noun)	Han hittar sin/febertermometer i badrumsskåpet och ' tar tempen *. 
jazzfestival (noun)	5 gå på Jazzfestivalen på Skeppsholmen 
simhall (noun)	Inte i havet naturligtvis utan i simhallen! 
simma (verb)	Ibland badade vi och simmade efter kanoten, och ibland fiskade vi. 
simmare (noun)	Alla älgar är duktiga simmare. 
simtur (noun)	De vaknar framåt eftermiddagen, badar bastu och tar en simtur. 
bakterie (noun)	Hon älskar att studera bakterier! 
jobbig (adjective)	Det är ganska jobbigt att sköta ett akvarium. 
singel (noun)	Hon är singel och gillar att sporta på fritiden. 
singelhushåll (noun)	Sverige är det land i Europa som har flest singelhushåll. 
jogga (verb)	Han joggar max 5 minuter i veckan eller åker skidor på vintern. 
balk (noun)	Balk, ö spis, sep wc. 
balkong (noun)	En del har balkong och öppen spis. 
jollra (verb)	Hon kan både sitta och jollra, men hon har inte lärt sig säga några ord än. 
jord (noun)	Det finns siffror som säger att det på jorden sker 80.000 starter och landningar per dygn. 
jordbruk (noun)	Bara drygt 2 procent av alla svenskar arbetar inom jordbruket. 
sist (adverb)	Till sist fick jag hennes telefonnummer, och vi snackade om allt, dygnet runt ... 
baltisk (adjective)	Sofia åkte med sin kör på turné till de baltiska länderna. 
jordgubbe (noun)	Dansar kring midsommarstången och äter sill 4 och nypotatis och jordgubbar på midsommarafton. 
jordgubbsfeber (noun)	Från juni till augusti är det jordgubbsfeber i Sverige. 
band (noun)	Det finns många böcker som är inlästa på band. 
situation (noun)	Ibland kan ett av språken vara det känslomässigt starkare och framkalla kodväxling i laddade situationer. 
jovisst (interjection)	jovisst, vi säger bara det vi tycker och menar. 
bankomatkort (noun)	Har du inget bankomatkort? 
sjal (noun)	Kvinnan i mitten har en vit sjal på huvudet och en över axlarna. 
banta (verb)	och tyst lovar man att sluta röka eller att börja banta eller någonting annat. 
ju desto (knm)	Ju högre växel du lägger i desto mindre bränsle drar bilen. 
sjukdom (noun)	Men här ... här ser jag sjukdom. 
bar (noun)	Vi var på en bar ... 
juice (noun)	Alla skålar med varandra, och de som inte dricker brännvin skålar i lättöl eller juice. 
sjuksköterska (noun)	Han är sjuksköterska och är gift med en kvinna som heter Camilla. 
julbord (noun)	och lutfisk från julbordet den 24 december. 
juldagsmorgon (noun)	Går i julotta på juldagsmorgonen. 
sjunka (verb)	1999 hade det sjunkit till 10, 0, vilket är lågt jämfört med t.ex. våra nordiska grannländer. 
barnbidrag (noun)	Dessutom hade hon en pension och barnbidrag ; tillsammans 600 kronor i månaden. 
julklapp (noun)	Jag fick En svensklärares dagbok i julklapp och den sträckläste jag. 
jullov (noun)	Sedan har elever och lärare jullov i tre veckor ungefär. 
barnmorska (noun)	BARNMORSKAN: Det är normalt. 
självklar (adjective)	Mycket tyder på att det fortfarande inte är helt självklart att nia. 
barnpassning (noun)	Deras föräldrar hjälper dem med pengar och barnpassning. 
julotta (noun)	Går i julotta på juldagsmorgonen. 
barnslig (adjective)	EMIL: Nej, det är ju barnsligt! 
barnstol (noun)	Fabian sitter i en hög barnstol vid bordet och Hassan matar honom. 
jultomte (noun)	Har jultomte, julklappar och äter skinka, rödkål 
barnvagn (noun)	Då ser de att barnvagnen är trasig. 
sjättedel (noun)	En stor del av Sverige, cirka en sjättedel, ligger ovanför polcirkeln. 
bas (noun)	Potatisen är basen i svensk mat och många svenskar äter potatis varje dag. 
juridik (noun)	I höst ska Axel börja studera juridik på universitetet i Lund, så nu måste han hitta en bostad där. 
jurist (noun)	Nu är jag färdig jurist och jobbar på en advokatbyrå. 
juristlinje (noun)	När jag var färdig med komvux började jag på juristlinjen. 
bastu (noun)	De vaknar framåt eftermiddagen, badar bastu och tar en simtur. 
basutbildning (noun)	De ger en bred basutbildning och behörighet att studera på universitet eller högskola. 
skada (verb)	Pojkens pappa kör bil med sprit i kroppen, krockar och skadar den andra bilisten. 
be (verb)	Mäklaren: Men det finns ingen centralvärme och inget varmvatten och inget bad heller förstås. 
skaffa (verb)	Samtidigt som medelåldern för att gifta sig har stigit har det blivit vanligare att vänta med att skaffa barn. 
skaffa sig (vbm)	Jonas: Då kanske det är en IT-utbildning du ska skaffa dig. 
jämföra (verb)	Jämför följande information med hur det är i ditt land. 
skaka hand (vbm)	Först skakar han hand med Sir Malcolm och önskar honom välkommen. 
jämlikhet (noun)	Socialdemokraterna (Sveriges socialdemokratiska arbetareparti) (s) vill verka för social och ekonomisk jämlikhet. 
jämn (adverb)	Det blir 35 kronor jämnt! 
bedövning (noun)	Kan jag få bedövning? 
bedövningsspruta (noun)	Syster, gör i ordning en bedövningsspruta. 
jämt (adverb)	Han glömde jämt allting och lånade alltid pengar av oss. 
skandinavisk (adjective)	De skandinaviska länderna samt Finland och Island kallar man Norden. 
befolkning (noun)	Man räknar med att 15-25 procent av befolkningen är typiska B-människor medan bara 10-15 procent är A-människor. 
skapa (verb)	Han skapade Ikea från grunden med två tomma händer hemma i Småland. 
järn (noun)	Sverige det är rena gator, gröna parker, rika naturtillgångar: skogar, järn, älvar. 
skatt (noun)	Hon betalade 500 kr i skatt och använde omkring 500 kr i månaden till mat. 
järnväg (noun)	På 1880-talet byggde man de första järnvägarna i Sverige och vi började använda telefonen. 
järnvägsstation (noun)	Nästa morgon vaknar hon klockan åtta, och efter en halvtimme rullar tåget in på Kiruna järnvägsstation. 
jättearg (adjective)	Han har åkt tåg i fem timmar och han är jättearg. 
jättebra (adjective)	Du fick ju i alla fall sagt det du ville och det var jättebra att du vågade. 
jättedyr (adjective)	Det är jättedyrt med motorcykel. 
jättefin (adjective)	Gården ser jättefin ut. 
jättegod (adjective)	Här är en jättegod Västerbotten, extralagrad. 
jättegullig (adjective)	Och så har jag träffat en jättegullig kille i cafeterian. 
jättehungrig (adjective)	Far: Men nu är jag jättehungrig! 
jättehög (adjective)	Thomas: Jamen, månadsavgiften var ju jättehög på lägenheten, 
behålla (verb)	Hur länge ska vi behålla kärnkraften? 
jättekul (adjective)	Daniel: Det skulle vara jättekul, men jag har inget pass med mig. 
behörighet (noun)	De ger en bred basutbildning och behörighet att studera på universitet eller högskola. 
jättelätt (adjective)	Anders: Självklart, det är jättelätt! 
beklaga (verb)	Växeln: Beklagar, men hon är på lunch. 
skidtur (noun)	Familjen Blomkvist i Umeå tar en skidtur. 
jätterolig (adjective)	Berit: Det är jätteroligt att ha dig här. 
jättesal (noun)	Jag drömde om en jättesal, där statsmän satt på rad 
jättestor (adjective)	Vårt labb är jättestort, nästan för stort. 
skinka (noun)	Har jultomte, julklappar och äter skinka, rödkål 
jättesöt (adjective)	KLARA: Ja, han är jättesöt. 
ben (noun)	Älgen har långa ben och kort hals och älgtjuren har stora horn. 
bero (verb)	Men det beror kanske på att den handlar om två människor som råkade bli mina föräldrar. 
skiva (noun)	På de större biblioteken kan man också lyssna på musik eller låna hem skivor. 
k (noun)	Charmig br, (b.1922), 98 kvm, 4 r o k mitt i stan. 
berätta (verb)	Myten berättar att Kristina kastade sig upp på sin häst och red iväg söderut. 
kabel (noun)	Det var en massa kablar och sladdar. 
skivstång (noun)	Skivstången lägger han under sängen och högtalarna ställer han på golvet. 
kabelnät (noun)	Ansluten till kabelnät mot avg 
kabelteve (noun)	Vi har ju fått kabelteve och våra barn tittade tills ögonen blev fyrkantiga under julen. 
skjuta (verb)	Där bor deras lärare, och de ska få skjuts dit av Millans pappa i hans minibuss. 
kaffe latte (nnm)	Den kan göra riktig kaffe latte. 
kaffeapparat (noun)	Det är vår nya kaffeapparat. 
beskriva (verb)	Själv tycker hon det är tråkigt att singelmammorna ofta beskrivs som egoistiska och kräsna karriärkvinnor som vill ha allt. 
skoavdelning (noun)	Det finns många avdelningar på ett varuhus: en parfymavdelning, en sportavdelning, en elavdelning, en skoavdelning osv. 
beställa (verb)	Du måste beställa tid. 
beställning (noun)	Någon måste väl ta hand om alla beställningarna på Internet också? 
bestämma (verb)	Han ensam bestämmer över ord och regler. 
bestå (verb)	I dag består cirka hälften av alla hushåll i Sverige av en person. 
kaka (noun)	Och vi har faktiskt hembakade kakor som Lena i köket har bakat. 
kakao (noun)	Du, var finns kakao? 
kakel (noun)	Ett badrum/wc med badkar, tvättställ och kakel samt ett WC med toalett, tvättställ och kakel. 
besvär (noun)	Vad har du för besvär? 
skoj (noun)	Ha det så skoj. 
skoja (verb)	Nej jag skojar bara, men jag sopsorterar i alla fall. 
besöka (verb)	Sista gången hon besökte dem kunde de stolt visa upp sin förstfödde son. 
besökare (noun)	Där kan våra besökare bada och varje vardagsmorgon klockan nio har vi vattengympa. 
kalla (verb)	De har kommit att kallas de nya pendlarna eller pingpongbarn. 
kalori (noun)	Då får du vitaminer, proteiner och lagom med kalorier. 
kalv (noun)	Varje år i maj-juni föder älgkon en eller två kalvar. 
skoldag (noun)	Äntligen är skoldagen slut, och eleverna får gå hem, många fortfarande med glitter i håret. 
skolelev (noun)	Det är också vanligt att skolelever sitter och studerar på biblioteket. 
kamel (noun)	Men för en tid sedan såg de i en tidning att det fanns en djurpark med kameler på Oland. 
kamelskötare (noun)	Vad har en somalisk kamelskötare för chans att hitta jobb i Sverige? 
betoning (noun)	Hette tidigare Bondeförbundet och är fortfarande ett landsbygdsparti med betoning på miljöfrågor. 
skolform (noun)	De som hoppar av skolan kan fortsätta senare och läsa på KOMVUX, en skolform för vuxna. 
betrakta (verb)	Han är alldeles ensam och betraktar alla som sitter tillsammans. 
kameraväska (noun)	Du får det här stativet och kameraväskan för 1 400! 
