sida	(-n, -or, -orna)	page	Sidan 07	[sound:google-612f35bf-54b23f91-1fd289fc-ed245c3d-2127dad9.mp3]	Kapitel_1 Rivstart_A1_A2
Du kan svenska		You speak Swedish!	Sidan 08	[sound:google-9f92b941-c036fbf4-27b0d9cb-435cde96-6e715d5c.mp3]	Kapitel_1 Rivstart_A1_A2
kunna	(kan, kunde, kunnat)	know; can	Sidan 08	[sound:google-465effc0-4e1ef287-64c6fbac-03845ff3-61499d28.mp3]	Kapitel_1 Rivstart_A1_A2
svenska		Swedish	Sidan 08	[sound:google-49385416-9cb60639-184d9110-b4f5a896-00b833c6.mp3]	Kapitel_1 Rivstart_A1_A2
kombinera	(-r, -de, -t)	combine	Sidan 08	[sound:google-1ebac087-2cbe35ae-2fb91dd6-9548dab5-3b847540.mp3]	Kapitel_1 Rivstart_A1_A2
foto	(-t, -n, -na)	photo	Sidan 08	[sound:google-d9a0bee9-b4cf6962-0ea7d815-38abe908-f35cf320.mp3]	Kapitel_1 Rivstart_A1_A2
och		and	Sidan 08	[sound:google-737fde01-3415974f-6336baf3-12fb5e2c-6a37db28.mp3]	Kapitel_1 Rivstart_A1_A2
ord	(-et, –, -en)	word	Sidan 08	[sound:google-992dcc64-a841c32d-46e15385-fcc096c9-c442c7cb.mp3]	Kapitel_1 Rivstart_A1_A2
hamburgare	(-n, –, hamburgarna)	hamburger	Sidan 08	[sound:google-02b8dca1-aec5ecd0-88195061-84dea9c9-0bded956.mp3]	Kapitel_1 Rivstart_A1_A2
advokat	(-en, -er, -erna)	lawyer	Sidan 08	[sound:google-55c4f5fb-795e4d6f-b9fbed49-706e3fa5-a0af6d9d.mp3]	Kapitel_1 Rivstart_A1_A2
potatis	(-en, -ar, -arna)	potato	Sidan 08	[sound:google-8ea368f2-f7f93549-4a785955-3efb3223-6da7b216.mp3]	Kapitel_1 Rivstart_A1_A2
mobil	(-en, -er, -erna)	cell phone, mobile phone	Sidan 08	[sound:google-e188a860-e08609f8-a808b1ba-16e12451-1b7614b2.mp3]	Kapitel_1 Rivstart_A1_A2
papper	(-et, –, -en)	paper	Sidan 08	[sound:google-eb6e0df7-54ff6c98-ba4e6e3e-a4c3fa6c-8c28a4af.mp3]	Kapitel_1 Rivstart_A1_A2
kaffe	(-et)	coffee	Sidan 08	[sound:google-37b30b86-ced87eca-9041ac7d-63ce0844-f29ead41.mp3]	Kapitel_1 Rivstart_A1_A2
bok	(-en, böcker, böckerna)	book	Sidan 08	[sound:google-dca6cb27-639469fb-64275e84-a8557277-33539e2e.mp3]	Kapitel_1 Rivstart_A1_A2
kanelbulle	(-n, -ar, -arna)	cinnamon roll/bun	Sidan 08	[sound:google-f03317e6-30ab2df2-cb868867-7d2cb970-b93f7b08.mp3]	Kapitel_1 Rivstart_A1_A2
penna	(-n, -or, -orna)	pen	Sidan 08	[sound:google-10345e25-57b54dcf-d8fd71cb-b963fae5-00321510.mp3]	Kapitel_1 Rivstart_A1_A2
vatten	(vattnet)	water	Sidan 08	[sound:google-51c7f580-93b5b7ea-60bb2a4f-6ac7deb5-73b868bc.mp3]	Kapitel_1 Rivstart_A1_A2
lång	(-t, -a)	long	Sidan 08	[sound:google-d349ff9b-aa8798e1-86d547fd-e5b78f62-d84c488b.mp3]	Kapitel_1 Rivstart_A1_A2
vokal	(-en, -er, -erna)	vowel	Sidan 08	[sound:google-cafa5e9b-b52a3297-1c1b61b6-b0a95c1e-a738650b.mp3]	Kapitel_1 Rivstart_A1_A2
eller		or	Sidan 08	[sound:google-ade8560c-f6646ede-81a905be-4aa9e68b-ddcc9222.mp3]	Kapitel_1 Rivstart_A1_A2
konsonant	(-en, -er, -erna)	consonant	Sidan 08	[sound:google-50aba3dd-131ded00-b36d120d-562331cc-130d0b3a.mp3]	Kapitel_1 Rivstart_A1_A2
exempel	(exemplet, –, exemplen)	example	Sidan 08	[sound:google-46f3eebc-bc574814-5be897f5-a0e3db4a-f04d4722.mp3]	Kapitel_1 Rivstart_A1_A2
på		on/at	Sidan 09	[sound:google-d3bb4444-72cc0dbc-04a439a6-31dc348c-d813e8a5.mp3]	Kapitel_1 Rivstart_A1_A2
kurs	(-en, -er, -erna)	course	Sidan 09	[sound:google-c98a3683-ec2f2494-8cec13d8-e5a339e4-69441545.mp3]	Kapitel_1 Rivstart_A1_A2
Hej		Hi!	Sidan 09	[sound:google-48165bab-58c6aefe-5c991644-10320a44-c3fb6608.mp3]	Kapitel_1 Rivstart_A1_A2
Jag heter		My name is	Sidan 09	[sound:google-f993bd57-f2c12171-825ae482-600765d3-afe29230.mp3]	Kapitel_1 Rivstart_A1_A2
jag		I	Sidan 09	[sound:google-018d60f6-3d4029df-f0ddca92-95c5e203-ae257006.mp3]	Kapitel_1 Rivstart_A1_A2
heta	(heter, hette, hetat)	be called	Sidan 09	[sound:google-52661d3a-37d9bce5-35667f39-6f84dee4-4c592c2c.mp3]	Kapitel_1 Rivstart_A1_A2
varifrån		from where	Sidan 09	[sound:google-f7ec8f39-c1c4412e-80a04209-13188111-78d8b3b0.mp3]	Kapitel_1 Rivstart_A1_A2
komma	(kommer, kom, kommit)	come	Sidan 09	[sound:google-813eab23-18e977d4-894a11b6-96b0831c-15c1a519.mp3]	Kapitel_1 Rivstart_A1_A2
från		from	Sidan 09	[sound:google-81559374-d8939dff-50402caa-1312b436-ffbc22cc.mp3]	Kapitel_1 Rivstart_A1_A2
nej		no	Sidan 09	[sound:google-b4955054-ecca8eda-66fd621a-b404eb1e-bcca57d7.mp3]	Kapitel_1 Rivstart_A1_A2
jaha		I see	Sidan 09	[sound:google-c70cbf53-92f429b9-eb06c8ca-f8a280ce-83153066.mp3]	Kapitel_1 Rivstart_A1_A2
vad bra		that’s great	Sidan 09	[sound:google-a2231a9c-d2724cb8-c77cfc9a-7f68d68e-e19946f7.mp3]	Kapitel_1 Rivstart_A1_A2
Vad talar du för språk		What languages do you speak?	Sidan 09	[sound:google-1030dc49-5c91d9cb-ad3f8518-6935a4af-7bc3070b.mp3]	Kapitel_1 Rivstart_A1_A2
vad … för		what	Sidan 09	[sound:google-4468de42-a34ceb79-287c5e7e-6fb369ba-229dc5dc.mp3]	Kapitel_1 Rivstart_A1_A2
tala	(talar, talade, talat)	speak	Sidan 09	[sound:google-b43c8af0-43734ef0-79f6be57-7a37e00e-dcbe5949.mp3]	Kapitel_1 Rivstart_A1_A2
språk	(-et, –, -en)	language	Sidan 09	[sound:google-1e8ac199-f054f782-3bb03db2-7dd20fc5-56d10bd8.mp3]	Kapitel_1 Rivstart_A1_A2
lite some		a little	Sidan 09	[sound:google-12e854a0-73222741-11bc975a-3178a575-c310f742.mp3]	Kapitel_1 Rivstart_A1_A2
spanska		Spanish	Sidan 09	[sound:google-683f2172-0aac2d5c-4df291c6-c6313cc9-68d6c218.mp3]	Kapitel_1 Rivstart_A1_A2
så klart		of course	Sidan 09	[sound:google-1c9c6803-739070b5-0722b276-d2e2399c-de9321e8.mp3]	Kapitel_1 Rivstart_A1_A2
Vad heter du		What is your name?	Sidan 09	[sound:google-90321d62-e8b310a9-97039f7c-31522f41-b40825c1.mp3]	Kapitel_1 Rivstart_A1_A2
vad		what	Sidan 09	[sound:google-f52b6e6c-7a638052-f76a0e0e-364c85ad-a97d6c21.mp3]	Kapitel_1 Rivstart_A1_A2
vara	(är, var, varit)	to be	Sidan 09	[sound:google-d5e9e838-3f90cbd6-9cd1e116-37243560-0a8a9951.mp3]	Kapitel_1 Rivstart_A1_A2
Och du		And you?	Sidan 09	[sound:google-6fbf9db0-041988bc-753acfaa-c6feb6d4-6a9dd9b0.mp3]	Kapitel_1 Rivstart_A1_A2
var		where	Sidan 09	[sound:google-32c413c0-3c18a220-25cf98f7-b0c4d169-b7a606fe.mp3]	Kapitel_1 Rivstart_A1_A2
ligga	(ligger, låg, legat)	lie, be situated	Sidan 09	[sound:google-acfac586-adcae8e5-6ba64fc5-10daf8c4-5bf4cab1.mp3]	Kapitel_1 Rivstart_A1_A2
det		it	Sidan 09	[sound:google-fb117036-9b8635e8-892c1347-a576d991-3f35d5c8.mp3]	Kapitel_1 Rivstart_A1_A2
i		in	Sidan 09	[sound:google-b4f9ee67-977e2911-17d3e7a1-1a84668b-426eb6f0.mp3]	Kapitel_1 Rivstart_A1_A2
norra		Northern	Sidan 09	[sound:google-9c81edcf-caa2eba6-30841748-408f03d1-09044e87.mp3]	Kapitel_1 Rivstart_A1_A2
Italien		Italy	Sidan 09	[sound:google-47f08d59-a38b6aaf-e16a457d-5f2786bc-6e54b21b.mp3]	Kapitel_1 Rivstart_A1_A2
prata	(-r, -de, -t)	talk	Sidan 09	[sound:google-f08e2b00-4669ce04-02b2c181-711c8dc3-1c3a0967.mp3]	Kapitel_1 Rivstart_A1_A2
pyttelite		a tiny bit	Sidan 09	[sound:google-61fc3f85-b9c41b1e-71a0888e-f3d07570-76a24136.mp3]	Kapitel_1 Rivstart_A1_A2
italienska		Italian	Sidan 09	[sound:google-c16cea7b-bf322f05-949a6510-23546035-f59dd2e1.mp3]	Kapitel_1 Rivstart_A1_A2
Vad kul		Great!/How fun!	Sidan 09	[sound:google-4a6f1d43-84544d68-fd5188b9-b93ab21e-b066ffcf.mp3]	Kapitel_1 Rivstart_A1_A2
lyssna	(-r, -de, -t)	listen	Sidan 09	[sound:google-01a7083a-70e1045d-bd764649-f5562b48-386bcbec.mp3]	Kapitel_1 Rivstart_A1_A2
dialog	(-en, -er, -erna)	dialogue	Sidan 09	[sound:google-fe965909-ca1c3cbf-70e10cf5-8ecfef44-d44ea3ba.mp3]	Kapitel_1 Rivstart_A1_A2
vilken	(vilket, vilka)	which	Sidan 09	[sound:google-9c64fd59-17fb8c0c-25db09b4-2ebb2a02-50e2deab.mp3]	Kapitel_1 Rivstart_A1_A2
ha	(har, hade, haft)	have	Sidan 09	[sound:google-8c9665c8-75759416-2a27d665-05e4f20b-6ae59577.mp3]	Kapitel_1 Rivstart_A1_A2
betoning	(-en, -ar, -arna)	emphasis	Sidan 09	[sound:google-36997d72-0abbfb40-1363bbdd-885a91c0-f79abca1.mp3]	Kapitel_1 Rivstart_A1_A2
ringa in		circle	Sidan 09	[sound:google-a9aa127e-7ac89a67-bd7ace1f-0cafe3e0-21934560.mp3]	Kapitel_1 Rivstart_A1_A2
igen		again	Sidan 09	[sound:google-ba96033b-52de8e4a-c103af2d-3ce7f4c4-b1d42f3c.mp3]	Kapitel_1 Rivstart_A1_A2
markera	(-r, -de, -t)	mark	Sidan 09	[sound:google-eecf83ee-6b030527-ec57a8cd-e5dfafde-4f9b5ef5.mp3]	Kapitel_1 Rivstart_A1_A2
uttala	(-ar, -de, -t)	pronounce	Sidan 09	[sound:google-2d998c8e-9c420549-b1415eb6-07fb8f8f-0255a9e1.mp3]	Kapitel_1 Rivstart_A1_A2
inte		not	Sidan 09	[sound:google-195dc8e4-66c4abbb-e14876a4-d249498f-60450f6e.mp3]	Kapitel_1 Rivstart_A1_A2
titta	(-r, -de, -t)	look	Sidan 10	[sound:google-2315a767-97c279f7-4efdc355-44f9e9aa-7358148e.mp3]	Kapitel_1 Rivstart_A1_A2
ruta	(-n, -or, -orna)	box	Sidan 10	[sound:google-839729ab-a547a966-295b1859-76ee26a1-d09ae259.mp3]	Kapitel_1 Rivstart_A1_A2
här		here	Sidan 10	[sound:google-546723dc-f7cb8c8b-5b92fb67-65ec578f-d3ba84d3.mp3]	Kapitel_1 Rivstart_A1_A2
nedanför		below	Sidan 10	[sound:google-71d6fc29-d5cb499f-3aadadfb-2e8912f6-177514e6.mp3]	Kapitel_1 Rivstart_A1_A2
se	(ser, såg, sett)	see	Sidan 10	[sound:google-e856c522-caa875c9-3892e1b9-9c4c5c39-ba333b1a.mp3]	Kapitel_1 Rivstart_A1_A2
ett		a/an	Sidan 10	[sound:google-0b228b42-4b7c5222-d2f8e648-deaa5a67-5375b1e8.mp3]	Kapitel_1 Rivstart_A1_A2
system	(-et, –, -en)	system	Sidan 10	[sound:google-43baa63b-8366803f-8f659919-9f47d6e4-b63c0ccf.mp3]	Kapitel_1 Rivstart_A1_A2
för		for	Sidan 10	[sound:google-03d2451c-7a523306-3247aa85-43bf8344-46725a47.mp3]	Kapitel_1 Rivstart_A1_A2
verb	(-et, –, en)	verb/verbs	Sidan 10	[sound:google-b0c4d6a9-7e0c863b-e640ff9c-9cb6439b-b8e6d943.mp3]	Kapitel_1 Rivstart_A1_A2
position	(-en, -er, -erna)	position	Sidan 10	[sound:google-20111ed4-0a0b5359-009ee711-7158c048-50469309.mp3]	Kapitel_1 Rivstart_A1_A2
läsa	(-er, -te, -t)	read	Sidan 10	[sound:google-1466d995-2dc9e333-9d593056-a25bdadc-10a9f57d.mp3]	Kapitel_1 Rivstart_A1_A2
sätta ett kryss make an x		tick	Sidan 10	[sound:google-66d1ff75-7f127e5d-8346a0ca-56d95376-1fade742.mp3]	Kapitel_1 Rivstart_A1_A2
sätta	(-er, satte, satt)	put, place	Sidan 10	[sound:google-680531ec-85035f03-f5896b33-eb77e34d-c5f260ed.mp3]	Kapitel_1 Rivstart_A1_A2
alla		all/everyone	Sidan 10	[sound:google-8c1cea6a-50559a5e-c7ef81d4-8c1256db-0449e15f.mp3]	Kapitel_1 Rivstart_A1_A2
fråga	(-r, -de, -t)	ask	Sidan 10	[sound:google-47e431a9-32fe879e-62cbf15b-2d8bece1-c484a6af.mp3]	Kapitel_1 Rivstart_A1_A2
svara	(-r, -de, -t)	answer	Sidan 10	[sound:google-5f8f6bf7-bc4d585b-782d9f0c-095b0f97-1b8a412d.mp3]	Kapitel_1 Rivstart_A1_A2
frågeord	( -et, –, -en)	question words	Sidan 10	[sound:google-bb4f177e-3fee0b30-76230e4a-2442592d-2cfbbdc6.mp3]	Kapitel_1 Rivstart_A1_A2
mingla	(-r, -de, -t)	mingle	Sidan 10	[sound:google-8c38ccec-c65280a8-d547992b-844bd76e-ee3618de.mp3]	Kapitel_1 Rivstart_A1_A2
grupp	(-en, -er, -erna)	group	Sidan 10	[sound:google-d4647643-ba43156a-eaed4f2e-93ccff8b-9241d3e7.mp3]	Kapitel_1 Rivstart_A1_A2
skriva	(skriver, skrev, skrivit)	write	Sidan 10	[sound:google-fd05d63f-76afed02-04b1375b-daa035c6-52524bd3.mp3]	Kapitel_1 Rivstart_A1_A2
namn	(-et, –, -en)	name	Sidan 10	[sound:google-5dfbe6d4-b710408a-40680dcd-98650e4d-109453a4.mp3]	Kapitel_1 Rivstart_A1_A2
land	(-et, länder, länderna)	country	Sidan 10	[sound:google-d367d01c-0d86f166-a492264e-c8e93d25-d7fbdc09.mp3]	Kapitel_1 Rivstart_A1_A2
Colombia		Colombia	Sidan 10	[sound:google-56d1929a-2e98bff4-f6f266d2-5c65d6af-61559121.mp3]	Kapitel_1 Rivstart_A1_A2
Irland		Ireland	Sidan 10	[sound:google-1fa564c9-97a112ac-61eada4d-c93c7fb5-9495538d.mp3]	Kapitel_1 Rivstart_A1_A2
franska		French	Sidan 10	[sound:google-54dc3726-716dde32-f448a0be-be78a691-e5a2e1ff.mp3]	Kapitel_1 Rivstart_A1_A2
presentera	(-r, -de, -t)	introduce	Sidan 11	[sound:google-517e78fe-823037e4-12dcb815-841b95bd-a4b20715.mp3]	Kapitel_1 Rivstart_A1_A2
varandra		each other	Sidan 11	[sound:google-31872c69-0c5dbdb2-47ec44dc-14fe91cd-99f58e86.mp3]	Kapitel_1 Rivstart_A1_A2
hon		she	Sidan 11	[sound:google-c1f0fc5b-50e71c1e-c78ab8a0-35d722cd-4265a642.mp3]	Kapitel_1 Rivstart_A1_A2
han		he	Sidan 11	[sound:google-90620291-6fe92e92-d9281346-c652089a-d98e54d9.mp3]	Kapitel_1 Rivstart_A1_A2
den		it	Sidan 11	[sound:google-8573b186-20e530eb-bbf4ce10-2dbe41a3-7b9cbb7d.mp3]	Kapitel_1 Rivstart_A1_A2
vi		we	Sidan 11	[sound:google-f91ea849-9cee2f43-919bfa04-edd07a97-13d0f7d3.mp3]	Kapitel_1 Rivstart_A1_A2
ni		you	Sidan 11	[sound:google-6c1db2d7-2bd4d3ed-b8844e5c-cd6d1fee-8a2ba44d.mp3]	Kapitel_1 Rivstart_A1_A2
de		they	Sidan 11	[sound:google-4f5645ae-323851fc-e91282c3-c4935d96-321c2274.mp3]	Kapitel_1 Rivstart_A1_A2
subjektspronomen		subject pronoun	Sidan 11	[sound:google-f1afc5f1-2afdc9c6-f9161ab3-495f0734-7727a95e.mp3]	Kapitel_1 Rivstart_A1_A2
pronomen	(-et, –, -en)	pronoun	Sidan 11	[sound:google-82b5d76b-5a15d021-a1fe24f3-299fb65a-01f46ba5.mp3]	Kapitel_1 Rivstart_A1_A2
säga	(säger, sa/sade, sagt)	say	Sidan 11	[sound:google-378a4dca-e9edfabb-a3cae14f-802602b7-c61af4b3.mp3]	Kapitel_1 Rivstart_A1_A2
klass	(-en, -er, -erna)	class	Sidan 11	[sound:google-66996973-2096176d-d039ccdb-66f615b5-67ec4a23.mp3]	Kapitel_1 Rivstart_A1_A2
om		about	Sidan 11	[sound:google-74622c96-f09d6de2-909e241c-3a9534dd-82fb63c2.mp3]	Kapitel_1 Rivstart_A1_A2
arbeta	(-r, -de, -t)	work	Sidan 12	[sound:google-7e0a33a0-ac5aaaa1-a62d72f0-9654ce5b-2937ba02.mp3]	Kapitel_1 Rivstart_A1_A2
ingenjör	(-en, -er, -erna)	engineer	Sidan 12	[sound:google-65a4e453-1cf06b4f-3fe93e43-d366eb6d-e75cfff0.mp3]	Kapitel_1 Rivstart_A1_A2
läkare	(-n, –, läkarna)	doctor, physician	Sidan 12	[sound:google-76e38046-62362275-fc440538-cbbe31d2-6c272d8f.mp3]	Kapitel_1 Rivstart_A1_A2
tandläkare	(-n, –, tandläkarna)	dentist	Sidan 12	[sound:google-e12a1d2f-7bac5892-6de0ebce-40c738ff-7e942d6c.mp3]	Kapitel_1 Rivstart_A1_A2
sjuksköterska	(-n, -or, -orna)	nurse	Sidan 12	[sound:google-ab4a0a68-73db7788-7245f9a6-71e98ff9-c2a3f29a.mp3]	Kapitel_1 Rivstart_A1_A2
busschaufför	(-en, -er, -erna)	bus driver	Sidan 12	[sound:google-dbfa7523-dbf5f6f6-0269113c-70aa769b-0e5a9151.mp3]	Kapitel_1 Rivstart_A1_A2
frisör	(-en, -er, -erna)	hairdresser	Sidan 12	[sound:google-723f265f-8141de78-0e2e031e-f129169c-9d24e1d6.mp3]	Kapitel_1 Rivstart_A1_A2
webbdesigner	(-n, webbdesigner, webbdesignerna)	web designer	Sidan 12	[sound:google-bc64d078-adf10495-56ee3f20-2cd3d7d3-d695d121.mp3]	Kapitel_1 Rivstart_A1_A2
fotograf	(-en, -er, -erna)	photographer	Sidan 12	[sound:google-6711cf05-9e3aad89-e4c715c1-2a422c05-03a30e30.mp3]	Kapitel_1 Rivstart_A1_A2
servitör	(-en, -er, -erna)	waiter, waitress	Sidan 12	[sound:google-e8a0e75a-0a2496e9-e377bc6d-ed9e9eb0-b29989b6.mp3]	Kapitel_1 Rivstart_A1_A2
kock	(-en, -ar, -arna)	chef	Sidan 12	[sound:google-3f931c7c-212fc586-b79ba316-b3f791c8-34fcf07c.mp3]	Kapitel_1 Rivstart_A1_A2
nähä	(ugs)	I see	Sidan 12	[sound:google-2b866ffd-68f6ddc1-072c69f0-7fbfb4c4-515a1e47.mp3]	Kapitel_1 Rivstart_A1_A2
göra	(gör, gjorde, gjort)	do, make	Sidan 12	[sound:google-e602ee65-0f3c69d0-c9a3bb42-2e46cc83-18674253.mp3]	Kapitel_1 Rivstart_A1_A2
då		then	Sidan 12	[sound:google-045f2001-43f09660-216c035c-0c665be5-9ebc9e06.mp3]	Kapitel_1 Rivstart_A1_A2
plugga	(-r, -de, -t)	study	Sidan 12	[sound:google-c30c65e1-2e876d58-d6a83644-0d1f429a-9ab3ad63.mp3]	Kapitel_1 Rivstart_A1_A2
studera	(-r, -de, -t)	study	Sidan 12	[sound:google-4492544c-02385310-18e43670-5e8711a0-0ba106ac.mp3]	Kapitel_1 Rivstart_A1_A2
design	(-en)	design	Sidan 12	[sound:google-b7830c57-11b21d40-171a5898-ae36dad0-35a94493.mp3]	Kapitel_1 Rivstart_A1_A2
pensionär	(-en, -er, -erna)	retiree, pensioner	Sidan 12	[sound:google-42cec936-94c1fa5e-3393cec8-6df4a22d-0e155952.mp3]	Kapitel_1 Rivstart_A1_A2
jobba	(-r, -de, -t)	work	Sidan 12	[sound:google-88cbd8bd-fd0e123d-19199dd8-7989c938-3cc30852.mp3]	Kapitel_1 Rivstart_A1_A2
ja		yes	Sidan 12	[sound:google-0e59fb64-95ee9356-c60d2305-fbcbd6d6-3eb827ab.mp3]	Kapitel_1 Rivstart_A1_A2
med		with	Sidan 12	[sound:google-3de58cd3-4719bf06-7994e67e-901eca3d-b16654d0.mp3]	Kapitel_1 Rivstart_A1_A2
barn	(-et, –, -en)	children	Sidan 12	[sound:google-ebf13bac-b5f9041d-c813f3fd-101b8b9c-94a211a9.mp3]	Kapitel_1 Rivstart_A1_A2
förskola	(-n, -or, -orna)	preschool	Sidan 12	[sound:google-4e2d6a0b-83aa9dea-4dfcda27-279c27ee-0d8a9ad5.mp3]	Kapitel_1 Rivstart_A1_A2
nu		now	Sidan 12	[sound:google-6350b744-2edb5e4d-ea02f3bb-a7ca20a5-1c6c342b.mp3]	Kapitel_1 Rivstart_A1_A2
söka	(-er, -te, -t)	seek, look for	Sidan 12	[sound:google-3f19916e-ee7b52e5-77cfe096-c4f53a57-c3f5cb58.mp3]	Kapitel_1 Rivstart_A1_A2
jobb	(-et, –, -en)	job	Sidan 12	[sound:google-24c427ec-21336a1d-f2ddbd57-48024995-e0bb1c3e.mp3]	Kapitel_1 Rivstart_A1_A2
restaurang	(-en, -er, -erna)	restaurant	Sidan 12	[sound:google-eecabc21-0e5baa50-377cf149-ee4c8f4b-e55fa5b8.mp3]	Kapitel_1 Rivstart_A1_A2
lycka till		good luck	Sidan 12	[sound:google-222cd7dd-2e0b1203-2a9bdbe9-0d6a17f8-02ea833f.mp3]	Kapitel_1 Rivstart_A1_A2
negation	(-en, -er, -erna)	negation	Sidan 13	[sound:google-d06eedf7-4bee8db6-c41afc96-45190dc5-6e44709b.mp3]	Kapitel_1 Rivstart_A1_A2
mening	(-en, -ar, -arna)	sentence	Sidan 13	[sound:google-aa5735a8-0685653c-37111dac-30ab8eb1-90a18600.mp3]	Kapitel_1 Rivstart_A1_A2
Ukraina		Ukraine	Sidan 13	[sound:google-f045ed53-04d75647-47a1f958-d8669f10-5b5c5bf0.mp3]	Kapitel_1 Rivstart_A1_A2
portugisiska		Portuguese	Sidan 13	[sound:google-64b21d14-03c91b1f-acb4a043-05168ec4-e5a868b8.mp3]	Kapitel_1 Rivstart_A1_A2
filosofi	(-n)	philosophy	Sidan 13	[sound:google-f0b39db1-e275bd5c-e364929a-8809a4b5-824cf5a3.mp3]	Kapitel_1 Rivstart_A1_A2
psykologi	(-n)	psychology	Sidan 13	[sound:google-6c111bc3-57803d8b-bf753a59-d971344b-491480a0.mp3]	Kapitel_1 Rivstart_A1_A2
yrke	(-t, -n, -na)	profession	Sidan 13	[sound:google-37af8963-70bf4b89-3716ce25-822c0c62-5f88a15b.mp3]	Kapitel_1 Rivstart_A1_A2
IT-företag	(-et, –, -en)	IT company	Sidan 13	[sound:google-be181aee-6e78f203-fbf55383-3b9156da-3d4ff886.mp3]	Kapitel_1 Rivstart_A1_A2
bank	(-en, -er, -erna)	bank	Sidan 13	[sound:google-7f127091-ee805c67-46e56d53-2b5f3d7b-88d49abd.mp3]	Kapitel_1 Rivstart_A1_A2
